Name,white_1,white_2,red_1,red_2
IR_6737,59,40,45,17
IR_6738,10,6,18,12
IR_6739,26,14,18,3
IR_6740,152,67,55,50
IR_6741,0,0,0,0
IR_6742,3,3,13,6
IR_6743,6,9,6,2
IR_6744,21,14,25,12
IR_6745,14,15,3,8
IR_6747,2,0,0,0
IR_6748,8,6,6,4
IR_6750,1,1,4,4
IR_6751,64,26,21,13
IR_6752,12,10,7,1
IR_6753,16,20,13,10
IR_6755,4,9,11,3
IR_6756,4,4,0,0
IR_6758,2297,2162,2409,1512
IR_6759,8,4,2,4
IR_6760,6,0,0,0
IR_6761,19,12,12,5
IR_6762,33,26,13,1
IR_6765,2,14,0,9
IR_6766,4,1,0,0
IR_6767,15,12,9,9
IR_6768,12,11,1,0
IR_6769,38,57,1,0
IR_6770,9,36,31,35
IR_6771,54,22,24,19
IR_6772,28,8,19,19
IR_6773,13,2,14,10
IR_6774,8,0,13,9
IR_6775,16,15,13,8
IR_6776,0,0,1,0
IR_6777,59,40,36,12
IR_6778,22,23,20,35
IR_6779,74,15,31,9
IR_6780,39,17,8,11
IR_6784,16,8,6,3
IR_6785,388,281,248,131
IR_6786,100,81,38,21
IR_6787,13,16,10,10
IR_6789,13,3,11,0
IR_6790,505,370,156,123
IR_6792,69,58,42,17
IR_6793,12,11,6,4
IR_6794,15,8,11,2
IR_6797,3,1,4,1
IR_6798,0,2,2,1
IR_6800,3,0,13,0
IR_6801,13,14,8,6
IR_6802,4,0,1,0
IR_6803,11,4,3,5
IR_6805,150,103,31,11
IR_6806,7345,7755,10880,7850
IR_6807,78,39,64,26
IR_6808,13,13,2,4
IR_6809,33,18,29,18
IR_6811,5,10,4,2
IR_6812,4,4,2,2
IR_6813,285,88,42,36
IR_6814,45,60,32,19
IR_6815,3,0,5,1
IR_6816,61,27,54,39
IR_6818,17,14,12,19
IR_6819,6,0,14,6
IR_6820,5,6,3,1
IR_6821,122,118,197,172
IR_6822,23,12,8,5
IR_6824,14,7,8,6
IR_6825,45,40,36,70
IR_6826,24,21,0,10
IR_6827,3,8,2,3
IR_6828,40,36,15,14
IR_6829,571,525,578,390
IR_6830,16,62,14,21
IR_6831,14,20,14,5
IR_6832,14,5,16,5
IR_6833,0,19,28,1
IR_6834,52,54,60,43
IR_6835,14,0,0,8
IR_6836,16,7,17,0
IR_6837,69,73,12,46
IR_6838,36,11,1,0
IR_6839,115,38,67,62
IR_6841,8,9,8,0
IR_6842,0,2,0,0
IR_6843,3,0,0,0
IR_6845,0,2,0,0
IR_6846,30,19,17,11
IR_6847,4,0,0,0
IR_6848,1,0,1,2
IR_6849,9,11,12,0
IR_6850,17,0,0,3
IR_6851,0,0,1,2
IR_6852,27,9,10,16
IR_6853,5,1,1,4
IR_6854,515,338,8,54
IR_6855,21,15,7,3
IR_6856,0,11,7,6
IR_6857,95,57,136,146
IR_6858,271,262,536,465
IR_6859,21,6,20,7
IR_6860,9,6,9,5
IR_6861,3,1,0,4
IR_6862,3,3,3,0
IR_6863,93,54,41,34
IR_6864,11,6,21,1
IR_6865,1,6,2,0
IR_6866,6,19,16,13
IR_6867,39,48,54,46
IR_6868,34,20,10,5
IR_6869,14,4,4,1
IR_6870,48,47,30,11
IR_6872,5,4,5,5
IR_6873,12,3,16,1
IR_6875,1,0,0,0
IR_6876,0,6,1,0
IR_6877,6,7,7,4
IR_6878,18,4,10,0
IR_6879,10,5,2,0
IR_6880,18,4,13,4
IR_6881,2,3,0,0
IR_6882,39,24,4,17
IR_6883,46,21,24,8
IR_6884,2,0,11,1
IR_6885,28,22,36,14
IR_6886,30,24,17,14
IR_6887,27,17,5,20
IR_6888,60,45,70,43
IR_6889,17,9,29,1
IR_6891,74,52,25,17
IR_6893,18,58,27,33
IR_6896,40,52,27,4
IR_6897,608,475,356,270
IR_6898,57,41,21,33
IR_6899,54,43,33,12
IR_6900,76,52,37,10
IR_6901,50,16,3,8
IR_6902,46,56,29,44
IR_6903,8,6,6,6
IR_6904,15,9,4,6
IR_6905,2,2,0,0
IR_6906,44,64,33,30
IR_6907,47,40,33,24
IR_6908,15,8,20,9
IR_6909,178,152,66,40
IR_6910,19,17,19,8
IR_6911,8,20,26,6
IR_6912,13,1,2,1
IR_6913,277,183,220,125
IR_6914,38,29,40,23
IR_6915,10,8,11,2
IR_6916,31,12,72,38
IR_6917,3,3,0,1
IR_6918,12,14,4,5
IR_6919,23,16,13,16
IR_6920,13,25,17,8
IR_6921,51,51,39,38
IR_6922,29,30,7,7
IR_6924,1,4,4,1
IR_6925,0,1,0,1
IR_6926,43,36,34,20
IR_6927,4,51,2,2
IR_6928,5,3,3,4
IR_6929,0,0,0,0
IR_6930,0,1,2,1
IR_6932,26,10,18,8
IR_6933,33,17,19,8
IR_6934,21,5,11,9
IR_6935,9,1,5,0
IR_6936,7,5,4,7
IR_6937,13,11,6,9
IR_6938,47,19,30,24
IR_6939,49,50,33,54
IR_6940,2,0,1,0
IR_6941,6,0,1,4
IR_6942,4,5,2,1
IR_6943,1,1,1,1
IR_6944,51,48,38,66
IR_6945,36,19,6,16
IR_6946,27,15,20,5
IR_6947,3,3,1,5
IR_6948,37,15,19,13
IR_6949,54,30,29,14
IR_6950,0,0,0,0
IR_6951,2,0,0,0
IR_6952,24,17,21,2
IR_6953,5,11,1,2
IR_6954,41,37,1196,570
IR_6955,40,42,40,43
IR_6956,34,45,43,18
IR_6957,18,30,2,7
IR_6958,29,23,19,15
IR_6959,0,14,12,21
IR_6960,12,10,14,2
IR_6961,8,5,12,4
IR_6962,14,2,2,15
IR_6963,11,20,9,16
IR_6965,18,8,29,6
IR_6966,1,2,6,0
IR_6967,14,11,0,1
IR_6969,322,250,178,110
IR_6970,2,0,1,2
IR_6971,5,10,0,0
IR_6972,118,69,31,55
IR_6973,2,1,0,0
IR_6974,65,78,32,29
IR_6975,20,3,10,4
IR_6976,17,9,14,4
IR_6977,51,23,24,11
IR_6978,14,0,5,12
IR_6979,33,20,16,22
IR_6980,122,74,0,8
IR_6981,1,2,14,0
IR_6982,1,0,0,0
IR_6983,3,17,45,46
IR_6984,0,2,0,0
IR_6985,33,22,28,22
IR_6986,33,28,16,14
IR_6987,301,238,169,116
IR_6988,21,24,18,42
IR_6990,44,16,12,16
IR_6991,41,21,33,11
IR_6992,3,2,5,0
IR_6994,11,5,16,5
IR_6995,4,2,10,6
IR_6996,27,12,24,40
IR_6997,1,0,0,0
IR_6999,4,7,3,1
IR_7000,11,7,1,2
IR_7001,2,3,0,2
IR_7002,7,10,0,3
IR_7003,10,0,0,0
IR_7004,46,25,49,21
IR_7005,22,26,27,16
IR_7006,6,7,3,4
IR_7007,22,18,14,16
IR_7008,28,0,3,0
IR_7009,26,14,8,4
IR_7010,0,0,1,0
IR_7011,37,27,26,31
IR_7012,60,36,48,17
IR_7013,71,53,59,23
IR_7014,41,0,6,0
IR_7015,6,2,1,1
IR_7016,11,13,34,7
IR_7017,15,15,5,6
IR_7018,4,6,6,3
IR_7019,1,0,0,0
IR_7020,46,3,41,12
IR_7021,46,6,44,18
IR_7022,25,9,8,17
IR_7023,18,11,31,11
IR_7024,1,39,11,1
IR_7025,4,0,40,6
IR_7026,18,11,7,5
IR_7027,3,5,5,1
IR_7028,50,30,20,8
IR_7029,26,1,37,0
IR_7030,11,11,9,8
IR_7031,6,0,6,0
IR_7032,49,44,25,27
IR_7033,0,12,0,0
IR_7034,0,2,2,0
IR_7035,16,4,13,3
IR_7036,81,52,53,8
IR_7038,46,21,18,16
IR_7039,149,112,80,48
IR_7040,3,0,0,0
IR_7041,7,23,7,9
IR_7042,12,8,5,4
IR_7043,55,38,59,75
IR_7044,2,1,0,1
IR_7045,21,14,23,8
IR_7046,6,17,20,0
IR_7047,6,5,7,1
IR_7048,23,0,1,12
IR_7049,0,1,2,1
IR_7050,9,9,2,4
IR_7051,245,266,85,52
IR_7052,11,18,22,8
IR_7053,7,2,3,0
IR_7054,8,2,7,5
IR_7055,3,1,2,4
IR_7056,16,11,8,5
IR_7057,0,2,0,1
IR_7058,1,1,1,0
IR_7059,9,9,10,7
IR_7060,29,13,5,3
IR_7061,30,25,37,12
IR_7062,2,0,0,0
IR_7063,401,290,266,155
IR_7066,148,118,76,33
IR_7067,110,86,46,25
IR_7068,61,7,44,22
IR_7069,75,31,23,25
IR_7070,12,31,23,9
IR_7071,132,106,146,146
IR_7072,57,110,41,29
IR_7073,1,3,0,2
IR_7074,88,78,30,23
IR_7075,3,2,0,0
IR_7076,16,12,18,6
IR_7077,172,139,54,12
IR_7078,53,46,28,17
IR_7079,21,22,28,6
IR_7080,25,14,15,8
IR_7081,22,7,8,11
IR_7082,16,9,2,4
IR_7083,93,59,54,34
IR_7084,94,34,34,28
IR_7085,30,29,16,5
IR_7086,9,2,15,5
IR_7087,23,21,35,3
IR_7088,2,0,8,8
IR_7089,24,13,29,15
IR_7090,1,0,0,1
IR_7091,85,23,23,13
IR_7092,25,31,15,9
IR_7093,33,35,18,15
IR_7094,1,0,1,1
IR_7095,5,1,0,1
IR_7096,35,18,10,4
IR_7097,14,13,16,10
IR_7098,19,56,62,11
IR_7099,11,6,8,5
IR_7100,39,72,46,38
IR_7101,48,83,70,62
IR_7102,8,4,8,0
IR_7103,0,1,0,0
IR_7104,39,35,16,39
IR_7105,35,47,29,15
IR_7106,13,10,13,6
IR_7107,10,4,2,5
IR_7108,308,250,197,121
IR_7109,112,50,28,41
IR_7110,357,305,268,141
IR_7111,47,40,26,20
IR_7112,61,28,64,14
IR_7113,12,7,8,5
IR_7114,7,5,12,3
IR_7115,4,8,1,0
IR_7116,9,1,0,0
IR_7119,14,24,7,0
IR_7120,26,20,14,21
IR_7121,55,81,115,0
IR_7122,10,22,32,26
IR_7123,10,4,1,8
IR_7124,3,3,1,0
IR_7125,3,0,1,0
IR_7126,6,0,27,0
IR_7127,0,0,0,0
IR_7128,13,3,13,0
IR_7129,13,15,7,12
IR_7131,0,10,1,2
IR_7132,2,0,0,2
IR_7133,13,10,7,0
IR_7134,100,51,17,32
IR_7135,29,13,19,30
IR_7136,52,32,28,17
IR_7137,11,6,7,2
IR_7138,38,6,35,9
IR_7139,55,23,22,23
IR_7140,7,6,7,0
IR_7141,34,25,21,0
IR_7142,10,9,3,4
IR_7143,5,15,8,11
IR_7145,8,18,0,8
IR_7146,7,11,9,3
IR_7147,244,176,101,43
IR_7148,14,5,15,0
IR_7149,0,0,0,0
IR_7150,31,12,22,21
IR_7154,41,19,21,24
IR_7155,10,7,9,0
IR_7156,71,32,45,55
IR_7157,162,127,124,68
IR_7159,72,63,58,38
IR_7160,13,7,14,1
IR_7161,55,53,21,22
IR_7162,112,126,78,15
IR_7163,15,14,7,11
IR_7164,19,19,11,3
IR_7166,5,0,1,0
IR_7167,1,5,0,0
IR_7168,1,14,32,0
IR_7169,54,35,15,12
IR_7170,38,40,22,17
IR_7171,12,8,10,3
IR_7172,146,91,91,49
IR_7173,19,5,1,9
IR_7174,5,0,0,0
IR_7175,8,4,3,4
IR_7176,6,16,30,7
IR_7177,27,15,9,11
IR_7178,5,6,2,0
IR_7179,15,25,2,5
IR_7180,7,10,4,0
IR_7181,9,14,3,3
IR_7182,5,15,8,2
IR_7183,125,81,63,26
IR_7184,28,16,21,12
IR_7185,22,12,13,9
IR_7186,59,44,49,41
IR_7187,7,7,1,5
IR_7188,8,9,9,1
IR_7189,22,19,19,8
IR_7191,0,32,6,0
IR_7192,0,0,7,3
IR_7193,0,0,10,3
IR_7194,8,5,6,4
IR_7195,35,36,3,29
IR_7196,22,38,20,8
IR_7197,36,57,44,19
IR_7198,6,5,4,2
IR_7199,94,58,102,56
IR_7200,40,38,36,52
IR_7201,9,4,4,2
IR_7202,8,10,12,3
IR_7203,19,23,12,0
IR_7204,27,14,22,15
IR_7205,1,0,6,3
IR_7206,5,23,4,4
IR_7207,98,85,75,81
IR_7208,30,14,9,8
IR_7209,27,25,48,30
IR_7210,60,57,40,31
IR_7211,10,2,9,8
IR_7212,41,25,27,11
IR_7213,20,12,12,6
IR_7214,5,3,2,2
IR_7215,1,20,2,0
IR_7216,3,6,6,2
IR_7218,9,5,9,0
IR_7219,52,88,29,36
IR_7220,334,247,271,161
IR_7221,1,4,4,3
IR_7222,202,145,335,187
IR_7224,2,2,2,1
IR_7225,8,5,8,0
IR_7226,16,14,44,25
IR_7227,25,5,3,1
IR_7228,237,183,66,54
IR_7229,21,38,20,9
IR_7230,0,0,22,1
IR_7231,0,1,1,0
IR_7232,15,8,3,3
IR_7233,33,25,13,0
IR_7234,5,22,6,3
IR_7235,335,314,257,168
IR_7237,14,35,14,14
IR_7238,64,37,43,22
IR_7239,36,6,7,14
IR_7240,6,12,17,8
IR_7241,34,15,24,27
IR_7242,2,35,23,0
IR_7243,35,29,9,6
IR_7244,86,62,17,14
IR_7245,36,34,72,30
IR_7246,12,4,1,1
IR_7247,21,2,30,5
IR_7248,127,100,68,31
IR_7249,99,67,71,112
IR_7250,10,16,16,4
IR_7251,33,22,12,11
IR_7252,141,122,98,78
IR_7253,19,3,19,1
IR_7254,22,15,19,9
IR_7255,0,9,19,11
IR_7258,13,4,4,9
IR_7259,21,1,38,0
IR_7260,19,19,25,31
IR_7261,56,24,20,6
IR_7262,54,77,53,12
IR_7263,30,19,7,10
IR_7264,104,93,106,53
IR_7265,27,8,1,3
IR_7266,19,13,14,2
IR_7267,26,22,6,17
IR_7269,19,8,14,7
IR_7270,19,16,6,5
IR_7271,30,3,0,39
IR_7272,2,5,4,0
IR_7273,32,36,26,12
IR_7274,45,38,12,18
IR_7275,224,133,145,119
IR_7276,26,12,17,11
IR_7277,2,0,4,0
IR_7278,68,34,243,129
IR_7279,7,6,5,3
IR_7280,6,2,0,1
IR_7281,18,10,22,11
IR_7282,30,9,30,5
IR_7283,3,6,5,2
IR_7284,4,2,9,4
IR_7285,1,0,6,0
IR_7287,22,6,3,16
IR_7288,1,0,0,2
IR_7289,43,41,21,33
IR_7290,1,1,0,4
IR_7291,664,1853,227,327
IR_7292,10,4,5,3
IR_7293,115,65,75,48
IR_7294,11,10,10,3
IR_7296,0,0,12,0
IR_7297,0,0,0,0
IR_7298,16,3,0,0
IR_7299,109,77,52,46
IR_7300,25,14,20,1
IR_7301,7,8,2,3
IR_7302,10,16,16,9
IR_7303,241,200,506,305
IR_7304,2,3,3,1
IR_7305,11,10,12,1
IR_7306,24,21,16,23
IR_7309,2,0,8,5
IR_7310,4,2,2,1
IR_7311,6,4,2,4
IR_7312,10,6,6,4
IR_7313,10,15,20,0
IR_7314,60,69,62,53
IR_7315,132,68,78,63
IR_7316,53,35,13,15
IR_7317,60,58,50,31
IR_7318,32,19,77,53
IR_7319,79,64,45,36
IR_7320,3,0,0,0
IR_7321,6,108,30,0
IR_7322,14,39,18,31
IR_7325,7,4,3,1
IR_7326,57,40,21,23
IR_7327,30,18,5,6
IR_7328,35,30,2,18
IR_7331,33,26,24,9
IR_7332,73,20,33,31
IR_7333,133,80,75,67
IR_7334,13,4,8,4
IR_7335,0,2,1,1
IR_7336,11,5,1,5
IR_7337,0,4,3,0
IR_7338,64,30,75,53
IR_7339,38,19,22,2
IR_7340,81,49,78,23
IR_7341,11,7,4,1
IR_7342,12,7,3,0
IR_7343,19,44,11,0
IR_7344,3,4,0,1
IR_7345,62,30,40,18
IR_7346,13,5,11,7
IR_7347,281,269,181,132
IR_7348,29,21,10,5
IR_7349,32,22,21,12
IR_7350,0,0,0,6
IR_7351,31,33,22,22
IR_7353,9,16,8,8
IR_7354,1,6,0,0
IR_7355,0,2,0,16
IR_7357,0,0,1,6
IR_7358,20,30,19,3
IR_7359,3,0,2,2
IR_7360,17,17,17,1
IR_7361,27,41,27,5
IR_7362,29,57,38,21
IR_7363,0,0,0,5
IR_7364,57,31,15,10
IR_7366,6,2,5,0
IR_7367,41,38,48,38
IR_7368,7,3,1,9
IR_7370,20,8,17,2
IR_7371,12,10,25,25
IR_7372,6,22,8,4
IR_7373,3,13,8,6
IR_7374,42,59,20,26
IR_7375,26,18,18,16
IR_7376,11,21,12,1
IR_7377,20,29,13,23
IR_7379,126,149,92,67
IR_7380,33,15,33,8
IR_7381,7,5,1,0
IR_7382,8,2,4,3
IR_7383,11,11,17,8
IR_7384,18,0,9,1
IR_7385,5,35,0,31
IR_7386,25,13,19,12
IR_7387,68,25,22,6
IR_7388,78,20,19,13
IR_7389,30,26,10,6
IR_7391,20,2,13,10
IR_7392,64,51,10,32
IR_7393,15,11,7,5
IR_7394,4,11,0,13
IR_7395,15,23,59,28
IR_7396,25,5,14,5
IR_7397,33,33,29,37
IR_7398,4,7,2,0
IR_7399,52,0,11,12
IR_7400,2,4,0,0
IR_7401,10,10,6,2
IR_7402,9,7,38,16
IR_7403,18,0,18,0
IR_7404,26,18,7,2
IR_7405,20,11,8,4
IR_7406,21,0,2,0
IR_7407,12,4,5,5
IR_7408,21,14,42,14
IR_7410,1,0,4,1
IR_7412,4,10,8,2
IR_7413,46,57,27,11
IR_7414,54,52,31,19
IR_7415,6,16,15,5
IR_7416,6,11,1,10
IR_7417,6,7,0,16
IR_7418,5,3,7,1
IR_7419,10,9,12,4
IR_7420,0,2,2,1
IR_7421,12,6,2,1
IR_7424,6,5,1,6
IR_7425,93,33,45,15
IR_7426,31,40,53,20
IR_7427,5,4,2,4
IR_7428,121,60,49,49
IR_7429,12,18,11,6
IR_7430,25,21,3,4
IR_7431,20,27,18,4
IR_7432,6,10,6,5
IR_7433,3,2,2,0
IR_7434,81,57,41,32
IR_7435,7,0,0,1
IR_7436,18,10,16,19
IR_7437,11,0,14,7
IR_7438,6,0,1,1
IR_7439,25,21,21,6
IR_7440,6,8,2,2
IR_7441,0,5,1,0
IR_7442,1,1,1,4
IR_7443,18,13,20,11
IR_7444,0,7,5,0
IR_7445,4,5,2,2
IR_7447,0,0,15,1
IR_7448,4,4,5,7
IR_7449,8,2,0,4
IR_7450,21,16,7,7
IR_7451,66,41,81,32
IR_7452,45,38,13,20
IR_7453,52,56,12,13
IR_7454,73,103,28,25
IR_7456,34,43,44,48
IR_7458,54,65,31,21
IR_7459,12,11,14,13
IR_7461,70,49,55,59
IR_7462,1,0,19,4
IR_7463,44,7,22,13
IR_7464,38,16,24,25
IR_7465,41,28,46,57
IR_7466,0,1,2,1
IR_7467,3,7,8,11
IR_7468,9,0,1,8
IR_7469,17,0,2,3
IR_7470,17,6,11,5
IR_7471,16,27,3,11
IR_7472,0,0,40,2
IR_7473,5,1,12,6
IR_7475,47,48,19,21
IR_7476,168,95,135,75
IR_7477,34,28,27,25
IR_7478,39,42,34,31
IR_7479,141,88,55,38
IR_7480,0,2,6,8
IR_7481,1,2,1,8
IR_7482,11,25,1,0
IR_7483,13,39,10,1
IR_7485,4,11,18,0
IR_7486,4,27,6,0
IR_7487,16,3,11,4
IR_7488,0,1,0,0
IR_7489,2,2,1,3
IR_7490,16,15,3,3
IR_7491,24,26,53,7
IR_7492,7,7,4,3
IR_7493,13,1,0,5
IR_7494,37,61,148,100
IR_7495,15,28,23,22
IR_7496,7,5,7,5
IR_7497,15,16,11,32
IR_7498,19,17,17,3
IR_7499,11,10,12,7
IR_7500,13,3,9,2
IR_7501,10,4,7,6
IR_7502,13,23,18,58
IR_7503,59,33,26,18
IR_7504,6,12,27,10
IR_7505,19,15,3,7
IR_7506,9,14,6,5
IR_7507,16,24,15,26
IR_7508,14,28,31,23
IR_7510,7,2,8,1
IR_7511,38,58,83,76
IR_7512,6,7,4,3
IR_7513,36,20,29,13
IR_7514,0,6,5,8
IR_7515,9,5,3,0
IR_7516,14,19,5,12
IR_7517,1,27,0,19
IR_7518,0,0,0,0
IR_7519,431,469,744,483
IR_7521,9,15,4,5
IR_7522,177,216,588,461
IR_7524,26,11,24,12
IR_7525,39,31,68,45
IR_7526,113,80,244,114
IR_7527,55,76,64,47
IR_7528,66,48,30,16
IR_7529,56,32,18,22
IR_7530,0,0,0,0
IR_7531,15,20,3,6
IR_7532,26,0,19,6
IR_7533,16,6,35,0
IR_7534,0,0,19,0
IR_7535,241,139,100,38
IR_7536,130,102,38,24
IR_7537,88,24,12,8
IR_7538,65,19,25,29
IR_7539,109,95,75,29
IR_7540,121,155,49,13
IR_7541,197,169,79,61
IR_7542,44,57,24,9
IR_7543,121,123,52,58
IR_7544,35,47,3,22
IR_7545,6,1,2,4
IR_7546,17,0,18,17
IR_7547,13,17,17,5
IR_7548,22,0,6,0
IR_7549,23,6,20,15
IR_7550,1,0,1,0
IR_7551,4,5,5,2
IR_7552,8,7,14,12
IR_7553,84,65,47,40
IR_7554,144,126,113,40
IR_7556,28,34,27,26
IR_7555,2,3,0,3
IR_7557,41,33,55,32
IR_7558,6,21,17,11
IR_7559,0,20,21,2
IR_7560,10,20,20,17
IR_7561,16,9,41,2
IR_7562,0,0,1,0
IR_7563,8,13,6,1
IR_7564,11,3,1,5
IR_7565,5,2,2,1
IR_7566,12,8,5,1
IR_7567,64,48,36,12
IR_7568,19,22,26,10
IR_7569,64,27,10,9
IR_7570,125,88,62,31
IR_7571,37,23,24,18
IR_7572,8,2,9,1
IR_7573,39,27,12,11
IR_7574,31,0,28,0
IR_7575,12,5,1,0
IR_7577,39,11,27,12
IR_7578,13,12,10,8
IR_7579,74,42,71,10
IR_7580,12,10,2,10
IR_7581,37,28,46,12
IR_7582,3,4,7,4
IR_7583,68,54,34,17
IR_7584,4,5,4,1
IR_7585,103,70,82,119
IR_7586,121,104,41,19
IR_7587,0,10,1,0
IR_7588,0,5,3,2
IR_7589,35,37,13,7
IR_7590,3,2,0,10
IR_7591,51,20,32,22
IR_7592,10,18,57,2
IR_7593,14,14,1,3
IR_7594,14,21,8,1
IR_7595,65,32,18,18
IR_7596,11,20,12,4
IR_7598,7,4,9,1
IR_7600,16,21,6,5
IR_7601,15,6,9,15
IR_7602,0,0,0,0
IR_7603,28,20,14,25
IR_7605,418,374,565,303
IR_7607,41,32,41,30
IR_7608,28,25,28,23
IR_7609,68,54,74,29
IR_7610,1,3,3,0
IR_7611,98,31,16,21
IR_7612,25,19,6,13
IR_7614,36,5,73,56
IR_7615,3,1,3,0
IR_7616,12,8,12,0
IR_7617,2,2,2,0
IR_7618,9,5,26,0
IR_7619,15,17,16,12
IR_7620,6,3,11,18
IR_7622,6,0,1,2
IR_7623,16,6,12,1
IR_7624,60,31,85,35
IR_7626,0,3,7,4
IR_7627,12,12,2,0
IR_7628,9,10,18,0
IR_7630,46,43,37,11
IR_7631,18,10,1,0
IR_7632,3,1,4,0
IR_7633,7,1,8,2
IR_7634,65,48,34,23
IR_7635,117,108,157,124
IR_7636,32,31,7,22
IR_7637,1,0,0,2
IR_7638,17,19,27,13
IR_7639,0,16,5,10
IR_7640,10,14,1,6
IR_7641,6,7,23,16
IR_7643,10,10,2,4
IR_7644,11,3,12,3
IR_7645,4,2,2,8
IR_7646,4,1,0,1
IR_7647,11,1,11,9
IR_7648,7,0,9,2
IR_7649,8,9,10,16
IR_7650,36,26,8,31
IR_7651,51,38,17,33
IR_7652,23,1,16,3
IR_7653,10,13,3,1
IR_7654,7,5,4,5
IR_7655,13,8,20,9
IR_7656,25,34,63,0
IR_7657,66,23,40,18
IR_7658,80,124,38,13
IR_7659,589,518,258,179
IR_7660,2,3,4,2
IR_7661,26,34,16,6
IR_7662,10,6,11,11
IR_7663,0,15,0,0
IR_7664,4,3,0,15
IR_7665,173,139,80,48
IR_7666,13,10,6,4
IR_7667,50,36,25,12
IR_7668,10,5,4,10
IR_7669,88,81,56,44
IR_7670,0,16,3,12
IR_7671,27,29,18,14
IR_7672,94,109,56,43
IR_7673,19,40,9,14
IR_7674,62,18,40,11
IR_7675,10,16,20,18
IR_7676,81,51,51,39
IR_7677,12,18,9,10
IR_7678,25,28,22,12
IR_7679,43,53,37,43
IR_7680,12,13,9,23
IR_7681,11,3,13,5
IR_7682,15,17,11,5
IR_7683,28,22,20,19
IR_7684,28,39,5,0
IR_7685,11,19,4,7
IR_7686,39,25,16,0
IR_7687,3,1,6,1
IR_7688,27,42,34,19
IR_7689,5,8,12,4
IR_7690,10,8,3,6
IR_7691,26,21,16,0
IR_7692,10,8,10,3
IR_7693,41,18,36,3
IR_7694,6,8,11,5
IR_7695,18,17,9,4
IR_7696,68,35,17,14
IR_7697,32,24,10,15
IR_7699,20,31,9,2
IR_7700,10,0,0,0
IR_7701,33,20,5,4
IR_7702,132,84,77,87
IR_7703,64,20,65,54
IR_7704,0,1,10,19
IR_7705,3,6,5,6
IR_7706,10,14,21,13
IR_7707,10,13,7,7
IR_7708,50,57,34,21
IR_7709,215,166,134,81
IR_7710,10,22,14,11
IR_7711,43,48,46,40
IR_7712,20,0,3,10
IR_7713,32,17,28,14
IR_7714,48,32,54,16
IR_7715,3,5,5,1
IR_7716,1255,1014,534,381
IR_7717,611,522,238,180
IR_7718,34,13,12,16
IR_7719,170,161,154,94
IR_7720,0,22,58,0
IR_7721,4,0,0,0
IR_7723,19,4,9,0
IR_7724,35,10,10,10
IR_7725,8,5,12,3
IR_7726,32,52,37,21
IR_7727,57,62,21,12
IR_7728,24,37,21,6
IR_7729,136,87,53,44
IR_7730,157,121,268,167
IR_7731,29,35,40,23
IR_7732,10,11,11,3
IR_7733,70,10,53,33
IR_7734,109,98,60,23
IR_7735,86,60,35,25
IR_7736,66,48,30,20
IR_7737,23,38,12,21
IR_7738,1,0,0,0
IR_7739,77,54,30,17
IR_7740,14,15,9,32
IR_7741,10,18,19,11
IR_7742,36,38,30,3
IR_7743,14,15,64,3
IR_7744,9,9,7,4
IR_7746,42,33,53,21
IR_7747,13,6,36,5
IR_7748,46,26,49,27
IR_7749,6,6,5,2
IR_7750,34,33,68,18
IR_7751,3,2,1,0
IR_7752,61,54,36,13
IR_7753,23,33,4,26
IR_7754,61,34,15,13
IR_7755,104,65,94,37
IR_7756,204,143,93,75
IR_7757,10,4,11,8
IR_7759,100,54,43,38
IR_7760,22,18,6,17
IR_7761,113,131,74,45
IR_7762,117,95,60,23
IR_7763,22,24,16,20
IR_7764,47,59,24,32
IR_7765,5,2,2,9
IR_7766,7,3,0,34
IR_7767,62,57,21,12
IR_7768,15,5,11,4
IR_7769,0,0,0,0
IR_7770,33,45,36,15
IR_7771,21,13,10,10
IR_7772,23,43,23,12
IR_7773,7,31,3,0
IR_7774,14,4,3,10
IR_7775,11,9,7,3
IR_7776,69,51,6,21
IR_7777,4,0,2,0
IR_7778,47,6,1,19
IR_7779,1,5,12,3
IR_7780,20,5,1,4
IR_7781,10,2,1,7
IR_7782,10,4,17,8
IR_7783,203,154,167,94
IR_7784,5,19,15,12
IR_7785,0,0,0,0
IR_7786,2,3,1,0
IR_7787,40,23,21,32
IR_7788,78,75,82,36
IR_7789,42,47,58,34
IR_7790,21,20,16,10
IR_7791,18,20,13,2
IR_7792,24,25,45,13
IR_7793,87,66,32,47
IR_7794,4,5,2,1
IR_7795,13,25,1,4
IR_7796,6,2,1,2
IR_7797,165,74,38,49
IR_7798,20,34,19,3
IR_7799,0,4,0,0
IR_7801,48,10,10,13
IR_7802,14,26,39,1
IR_7803,47,16,93,6
IR_7804,21,19,10,7
IR_7805,2,0,8,1
IR_7806,34,53,30,17
IR_7807,3,0,1,1
IR_7808,56,28,45,19
IR_7809,54,43,62,26
IR_7810,129,111,300,187
IR_7811,2,2,5,3
IR_7812,2,1,4,2
IR_7813,55,34,21,20
IR_7814,5,13,5,9
IR_7815,1,0,5,2
IR_7816,8,10,7,1
IR_7817,16,61,2,10
IR_7818,32,60,36,35
IR_7819,48,34,52,1
IR_7820,0,6,2,2
IR_7821,5,0,1,0
IR_7822,26,18,11,3
IR_7823,12,22,6,16
IR_7824,7,5,1,1
IR_7825,2,3,8,9
IR_7827,29,16,15,11
IR_7828,2,3,2,0
